AGENT NAME,LOGIN ID,STAFFED TIME,AUX TIME,TIME IN STARTUP TIME,"TIME IN TRAIN, MEET, PROJECT",TIME IN CALL COACHING,TIME IN SYSTEM ISSUES,TIME IN CASE WORK,TIME IN EXTERNAL SUPPORT,TIME IN UNSCHEDULED BREAK,TIME IN LUNCH,TIME IN BREAK,TIME IN OTHER PRODUCTIVE WORK,TIME IN AUX 10-99,TEAM,MONTH,ACD CALLS,HELD CALLS,AVG. ACD TIME,AVG. CALL RELATED ACW TIME,AVG. TOTAL ACW TIME,AVG. NON-CALL RELATED ACW TIME,AVG. HOLD TIME,AVG. HANDLE TIME,AVAILABLE TIME,UNSCHEDULED AUX TIME,% ACD TIME,% CALL RELATED ACW,% TOTAL ACW,% UN-SCHEDULED AUX,ACD CALLS RELEASED,AVG. ACW TIME,% AGENT OCCUPANCY W/ ACW,% AGENT OCCUPANCY W/O ACW,EXTN IN CALLS,AVG. EXTN IN TIME,EXTN OUT CALLS,AVG. EXTN OUT TIME,ACD TIME,ACW TIME,AGENT RING TIME,OTHER TIME,SHRINKAGE,Performance,RISK
v3,10947,2013.9,886.7,161.82,452.42,63.9,0,0,0,8.47,147.62,52.48,0,0,PI_TEAM_DEASEY,1/1/2019,43,46,6.55,4.78,8.4,3.62,4.31,19.56,299.63,156.08,0.32,14.23,25.01,7.96,15,4.78,74,42,6,2.74,22,1.07,281.55,361.35,1.05,183.62,44.02899846,12.56,44.33
v4,15032,1908.22,568.33,196.42,201.3,0,0,0,0,0,79.02,91.6,0,0,PI_TEAM_DEASEY,1/1/2019,41,47,5.05,12.64,20.59,7.95,2.11,28.06,208.8,79.02,0.21,32.09,52.26,4.35,22,12.64,84,22,11,2.71,35,0.75,207.03,844.22,0.93,78.9,29.7832535,0,36.44
v5,15047,10937.45,2113.28,266.67,144.82,89.75,1.47,0,0.13,105.23,809.3,695.92,0,0,PI_TEAM_DEASEY,1/1/2019,871,629,5.57,2.03,2.09,0.06,1.42,8.69,1358.53,914.53,0.81,17.71,18.22,8.93,761,2.03,85,64,1,1.05,304,0.63,4848.75,1823.17,21.73,771.98,19.32150547,95.93,24.55
v7,15060,8397.13,1704.43,102.45,73.72,54.25,141.35,0,0,214.18,733.57,384.92,0,0,PI_TEAM_DEASEY,1/1/2019,623,258,5.25,1.96,2.15,0.19,1.01,7.82,1891.5,947.75,0.69,15.46,16.98,11.83,488,1.96,72,52,3,0.81,144,1.91,3270.05,1338.95,16.48,175.72,20.2977684,91.76,35.96
v8,15108,3481.08,1823.57,222.17,870.55,91.53,0,0,0,32.03,251.53,355.75,0,0,PI_TEAM_DEASEY,1/1/2019,96,76,4.04,3.48,6.29,2.81,2.01,11.92,525.87,283.57,0.3,15.44,27.91,9.07,77,3.48,69,32,5,2.66,43,0.43,388.3,603.82,2.73,136.8,52.38517931,63.96,31.48
v9,15219,8929.17,1947.3,217.5,202.53,0,0,0,0,132.23,839.17,555.87,0,0,PI_TEAM_DEASEY,1/1/2019,613,552,6.43,2.14,2.43,0.29,1.53,10.24,843.45,971.4,0.8,16.04,18.23,11.6,405,2.14,88,67,0,0,269,0.98,3942.77,1489.48,18.45,687.72,21.80829797,87.43,28.13
v10,15231,9386.88,2354.5,183.93,175.1,12.25,19.42,0,0.72,485.25,796.8,681.03,0,0,PI_TEAM_DEASEY,1/1/2019,714,589,4.74,2.04,2.17,0.12,0.96,7.7,1621.1,1282.05,0.66,17.13,18.15,14.73,549,2.04,77,56,0,0,318,0.58,3382.73,1545.92,23.43,459.2,25.08288164,91.54,33.67
v11,15253,9374.37,2059.32,203.3,118.8,47.1,18.6,0,0,249.77,847.15,574.6,0,0,PI_TEAM_DEASEY,1/1/2019,644,397,5.91,2.93,2.94,0.01,0.53,9.18,1441.62,1096.92,0.74,21.86,21.93,12.47,545,2.93,80,55,0,0,228,0.46,3818.82,1893.73,18.58,142.3,21.96755622,79.54,35.74
v12,15261,10554.62,3430,314.63,828.75,42.37,144.62,0,0,464.88,995.15,639.6,0,0,PI_TEAM_DEASEY,1/1/2019,427,257,6.68,5.04,6.17,1.13,2.47,14.34,1154.88,1460.03,0.53,23.81,29.15,14.73,360,5.04,84,48,1,0.62,151,2.23,2853.15,2636.37,7.08,473.13,32.49761716,24.97,44.22
v13,15289,11512.78,2167.08,374.55,221.5,0,72.38,0,0,45.62,754.83,698.2,0,0,PI_TEAM_DEASEY,1/1/2019,1050,807,5.08,1.11,1.23,0.13,0.77,6.9,2284.37,800.45,0.84,10.96,12.21,7.4,488,1.11,76,63,1,6.13,453,0.89,5346.28,1293.75,31.18,390.12,18.82325555,78.76,32.01
v14,15535,8780.88,1653.2,105.95,70.28,0,28.8,0,0,81.87,831.2,535.1,0,0,PI_TEAM_DEASEY,1/1/2019,630,222,5.94,2.9,3.01,0.11,1.04,9.32,1245.3,913.07,0.76,22.38,23.2,11.07,549,2.9,83,56,0,0,191,0.61,3741.6,1897.03,96.1,147.65,18.82727016,79.9,35.31
v73,15249,2193.5,1072.63,54.92,693.2,3.67,19.22,0,0,83.25,96.77,121.62,0,0,PI_EL_PASO,1/1/2019,79,44,5.61,3.03,3.21,0.18,1.47,9.64,358.05,180.02,0.54,17.4,18.44,8.69,38,3.03,68,45,0,0,22,1.52,443.37,253.5,1.75,64.2,48.90038751,80.26,25.78
v15,15250,8612.1,1900.52,64.25,389.98,13.25,11.87,16.57,0,239.92,582.47,582.22,0,0,PI_EL_PASO,1/1/2019,519,410,6.88,2.71,3.15,0.44,0.57,10.47,1316.72,838.95,0.78,18.44,21.4,10.45,216,2.71,81,56,0,0,262,0.91,3571.08,1632.4,18.63,172.75,22.06802058,78.35,31.84
v16,15273,8738.47,1609.7,346.27,94.57,88.12,14.25,0,0,44.53,499.93,522.03,0,0,PI_EL_PASO,1/1/2019,582,415,6.52,2.27,2.64,0.37,0.95,9.84,1447.75,544.47,0.79,16.47,19.13,6.63,201,2.27,80,58,0,0,243,0.91,3795.3,1536.82,17.62,331.28,18.42084484,91.23,25.11
v17,15299,9398.27,1810.82,287.83,298.47,0,19.32,0,0,65.78,521.3,618.12,0,0,PI_EL_PASO,1/1/2019,435,417,8.98,3.06,3.63,0.56,2.79,15.27,1114.67,587.08,0.77,15.7,18.59,6.69,382,3.06,86,65,1,2.97,228,2.08,3904.73,1577,14.07,976.98,19.26758861,56.77,33.07
v18,15304,8501.67,1806.15,464.43,266.43,46.75,47.88,0.23,0,99.9,386.18,494.33,0,0,PI_EL_PASO,1/1/2019,465,450,6.47,2.82,3.13,0.3,1.89,11.43,1447.92,486.32,0.65,17.06,18.89,6.07,248,2.82,79,57,8,1.46,229,0.72,3010.82,1453.62,17.02,766.15,21.24464958,76.2,26.28
v19,15317,10825.77,2038.47,498.57,151.53,64.95,17.47,0,0,49.47,648.48,608,0,0,PI_EL_PASO,1/1/2019,537,533,6.93,4.76,5.1,0.34,2.32,14.34,1223.67,697.95,0.62,25.58,27.41,6.83,485,4.76,86,55,5,4.93,338,1.23,3723.37,2741.3,17.03,1081.93,18.82979225,34.22,41.35
v20,15318,9808.18,1740.07,142.07,161.2,0,70.73,1.48,0,64.03,665.5,633.22,1.83,0,PI_EL_PASO,1/1/2019,484,487,6.9,5.27,5.79,0.52,1.88,14.57,1076.65,731.02,0.62,28.32,31.09,7.97,449,5.27,87,52,0,0,229,0.88,3337.25,2801.72,16.33,836.17,17.74100802,25.37,47.22
v21,15321,10266.02,1675.6,189.9,291.48,12.08,72.23,0,0,6.52,581.05,522.33,0,0,PI_EL_PASO,1/1/2019,523,417,6.74,4.03,4.75,0.73,2.97,13.87,1418.22,587.57,0.62,22.31,26.34,6.03,391,4.03,84,55,0,0,244,1.09,3527.33,2486.08,15.78,1143,16.32180728,47.46,39.23
v22,15402,7390.9,1671.22,392.5,255.03,0,71.48,0.08,0.8,43.07,455.57,452.68,0,0,PI_EL_PASO,1/1/2019,408,333,7.09,2.75,3.11,0.36,1.26,11.23,1204.33,498.72,0.72,16.81,19.01,7.19,374,2.75,79,57,0,0,195,1.14,2892.93,1270.05,14.2,338.17,22.61186053,78.1,26.15
v23,15407,12506.97,4257,376.28,2471.15,0,32.72,0,0,153.58,629.97,593.3,0,0,PI_EL_PASO,1/1/2019,478,534,7.16,5.73,5.82,0.09,2.09,15.31,1004.23,783.55,0.6,28.99,29.45,6.58,432,5.73,88,55,1,2.02,308,0.99,3455.35,2780.88,16.95,992.55,34.03702096,15.21,28.83
v24,15418,11237.22,2696.73,252.57,296.57,177.9,10.82,0,0,384.93,732.5,841.45,0,0,PI_EL_PASO,1/1/2019,450,349,6.19,5.45,5.83,0.38,3.56,14.79,2020.32,1117.43,0.47,24.71,26.45,10.75,142,5.45,77,46,0,0,179,1.35,2785.63,2624.57,11.88,1098.08,23.99819528,18.1,52.03
v25,15065,11065.55,2344.45,135.63,528.62,0,12.87,0,0,39.75,932.83,694.75,0,0,PI_TEAM_EADDY,1/1/2019,742,377,6.18,2.57,2.74,0.17,0.85,9.35,1893.87,972.58,0.78,19.39,20.64,9.38,589,2.57,79,56,0,0,234,1.18,4587.28,2031.8,13.27,194.88,21.18692699,88.58,28.35
v26,15066,10072.32,2950.87,130.8,839.1,22.9,12.75,108.15,0,287.93,891.4,657.83,0,0,PI_TEAM_EADDY,1/1/2019,625,200,4.05,1.91,2.16,0.25,1.7,6.75,2888.6,1287.48,0.49,13.94,15.79,13.68,416,1.91,60,41,2,2.84,90,1.39,2532.23,1350.75,58.77,291.1,29.29682536,85.99,36.29
v27,15068,10273.83,2212.43,327.9,470.42,43.88,1.77,0,0,22.08,711.5,634.88,0,0,PI_TEAM_EADDY,1/1/2019,889,474,5.19,1.3,1.52,0.23,1.06,7.28,1810.48,733.58,0.84,12.62,14.84,7.61,701,1.3,78,62,0,0,333,1.28,4614.92,1353.77,29.98,252.25,21.53461757,83.26,26.89
v28,15085,9328.85,2088.73,238.12,283.92,0,0,0,0,63.5,888.83,590.4,23.97,0,PI_TEAM_EADDY,1/1/2019,571,170,4.59,2.14,2.67,0.54,2,7.86,2891.6,952.33,0.52,14.46,18.11,10.93,450,2.14,61,40,3,4.31,135,2.67,2620.13,1526.97,35.37,166.05,22.3900052,95.02,35.69
v29,15116,10159.93,4266.12,277.13,2781.27,0,1.97,0,0,79.13,680.8,445.82,0,0,PI_TEAM_EADDY,1/1/2019,555,486,5.35,1.58,1.67,0.09,0.63,7.57,1818.23,759.93,0.71,12.62,13.35,7.82,365,1.58,70,54,0,0,273,0.61,2968.53,925.23,17.72,164.1,41.98965938,88.79,5.45
v74,15242,9553.93,1967.08,252.5,94.55,33.85,34.28,0,0,88.97,871.52,591.42,0,0,PI_TEAM_EADDY,1/1/2019,512,64,5.64,2.33,2.7,0.37,2.37,8.63,3207.52,960.48,0.54,13.5,15.64,10.72,113,2.33,58,40,11,7.59,158,2.63,2887.78,1381.55,31.78,78.22,20.58922349,91.67,39.82
v30,15259,10186.42,4935.92,147.48,3612.82,0,22.65,14.98,0,48.83,664.75,424.4,0,0,PI_TEAM_EADDY,1/1/2019,447,278,5.27,2.73,3.21,0.47,1.17,9.2,1203.05,728.57,0.64,19.86,23.31,7.46,428,2.73,77,50,2,2.92,151,1.57,2354.75,1433.1,6.42,253.18,48.45588538,86.71,17.36
v31,15293,9131.52,1900.9,106.8,186.08,0,0,0,0,73.48,865.47,618.98,50.08,0,PI_TEAM_EADDY,1/1/2019,594,143,3.8,2.54,2.96,0.42,2.57,7.38,2805.08,938.95,0.45,18.2,21.25,11.1,439,2.54,61,37,1,3.07,122,1.09,2272.07,1758.97,37.63,356.87,20.81690671,87.1,40.45
v32,15377,10361.23,4063.7,134,2018.67,51.43,201.55,0,0,256.05,695.15,572.08,134.77,0,PI_TEAM_EADDY,1/1/2019,418,241,6,1.76,1.92,0.15,1.42,8.73,2690.47,951.2,0.55,9.72,10.56,9.85,337,1.76,58,45,0,0,131,2.27,2516.8,801,22.92,266.35,39.22024702,91.58,16.8
v33,15463,8888.63,2270.05,120.35,248.8,12.5,35.55,10.23,0.05,375.93,737.63,729,0,0,PI_TEAM_EADDY,1/1/2019,510,131,3.8,2.53,2.9,0.37,1.48,7.07,3048.27,1123.8,0.41,16.33,18.7,13.77,378,2.53,54,32,4,2.08,86,1.29,1938.47,1477.37,31.58,122.9,25.53880632,85.1,43.74
v34,15526,10563.77,2806.72,372.35,169.37,69.35,64.27,5.08,0,342.02,954.57,739.9,89.82,0,PI_TEAM_EADDY,1/1/2019,530,176,5.93,2.8,3.77,0.97,1.41,10.17,2473.72,1301.67,0.55,15.62,21.03,13.37,114,2.8,69,43,2,6.25,171,2.24,3153.58,1996.55,32.7,100.5,26.56930244,77.2,37.78
v35,4113,5915.73,3340.72,231.58,2257.68,39.85,0,0,0,44.43,467.88,299.28,0,0,PI_TEAM_LINDSAY,1/1/2019,168,83,6.56,2.92,3.42,0.5,3.13,11.53,665.33,512.32,0.55,14.8,17.33,9.12,118,2.92,75,53,0,0,38,3.12,1102.33,575.3,22.63,209.42,56.47181328,74.24,25.48
v36,15016,10765.03,2194.03,248.33,249.42,0,153.72,2.38,0,44.22,884.65,611.32,0,0,PI_TEAM_LINDSAY,1/1/2019,626,311,9.17,2.07,2.22,0.16,0.61,11.7,1338.37,931.25,0.97,13.05,14.04,9.17,268,2.07,85,69,0,0,223,1.1,5779.6,1390.35,17.32,45.37,20.38108579,84.24,27.67
v37,15023,7557.3,1429.27,127.95,89.53,29.4,6.32,0,0,18.1,670.45,487.52,0,0,PI_TEAM_LINDSAY,1/1/2019,593,325,5.8,1.26,1.59,0.32,1.08,7.97,1464.12,688.55,0.82,10.79,13.54,9.74,435,1.26,76,61,0,0,185,0.77,3436.85,940.95,14.95,271.17,18.91244227,85.47,34
v38,15073,8876.17,1941.5,145.25,125,39.55,23.6,0,0,262.32,776.38,569.4,0,0,PI_TEAM_LINDSAY,1/1/2019,646,502,4.96,2.43,2.67,0.24,0.81,8.26,1636.28,1038.7,0.66,19.3,21.18,12.5,597,2.43,77,52,0,0,249,0.38,3204,1724.53,19.85,350,21.87317278,91.04,33.41
v39,15087,9969.7,1982.73,368.47,97.02,41.4,25.17,0,0,102.83,765.87,581.98,0,0,PI_TEAM_LINDSAY,1/1/2019,685,541,5.85,2.68,3.06,0.38,1.84,10.36,1025.65,868.7,0.72,19.86,22.67,9.25,572,2.68,87,62,0,0,250,1.28,4009.28,2097.03,17.05,837.95,19.8875593,82.74,27.99
v40,15127,9906.93,2170.8,320.33,133.5,98.62,9.5,0,0,143.13,869.03,596.68,0,0,PI_TEAM_LINDSAY,1/1/2019,626,467,6.6,2.57,2.98,0.42,1.28,10.54,1212.58,1012.17,0.76,17.7,20.57,10.87,573,2.57,84,61,0,0,246,1,4134.45,1867.08,18.32,503.7,21.91193437,80.09,30.88
v41,15223,9127.57,1841.25,186.38,135.93,77.97,48.7,97.18,0,14.45,684,596.63,0,0,PI_TEAM_LINDSAY,1/1/2019,496,426,8.57,3.05,3.37,0.32,0.85,12.67,1063.77,795.63,0.85,18.2,20.13,9.33,457,3.05,86,63,0,0,234,1,4249.33,1673.92,15.23,284.07,20.17240076,67.56,33.32
v42,15237,7037,1179.13,189.82,84.48,0,25.85,0,0,0,377.33,501.65,0,0,PI_TEAM_LINDSAY,1/1/2019,573,297,5.17,2.33,2.4,0.07,0.92,8.05,1311.88,377.33,0.77,20.69,21.3,5.77,286,2.33,78,55,0,0,167,0.67,2961.72,1374.27,8.8,201.2,16.75614608,96.8,24.47
v43,15256,10247.07,1910.62,208,74.45,36.48,56.02,0,0,12.72,926.83,596.12,0,0,PI_TEAM_LINDSAY,1/1/2019,899,344,4.86,2.46,2.53,0.07,0.82,7.71,1472.43,939.55,0.76,23.2,23.88,9.74,831,2.46,83,55,1,8.72,283,0.56,4369.92,2278.13,28.18,197.37,18.64552501,93.39,28.56
v44,15298,8387.17,1803.27,306.87,63.92,99.53,0,0,0.08,114.33,761.08,457.45,0,0,PI_TEAM_LINDSAY,1/1/2019,508,293,6.29,2.06,2.26,0.2,2.16,9.8,1813.78,875.42,0.69,13.44,14.75,11.04,101,2.06,73,56,0,0,149,2.01,3197.6,1145.62,11.88,415.02,21.50033921,88.18,33.86
v45,15524,8524.58,1553.3,126.07,127.78,0,1.72,0,0,21.58,720.95,555.2,0,0,PI_TEAM_LINDSAY,1/1/2019,451,359,8.49,3.17,3.43,0.26,1.35,13,1138.65,742.53,0.81,18.22,19.72,9.32,420,3.17,84,62,0,0,168,1.03,3831.22,1546.6,12.88,441.93,18.22142557,64.35,37.5
v46,15529,7354.62,1577.38,143.02,97.82,83.33,10.68,0,0,178.42,638.23,425.88,0,0,PI_TEAM_LINDSAY,1/1/2019,507,406,5.56,2.64,3.1,0.46,0.99,9.45,1030.95,816.65,0.7,19.86,23.33,11.79,429,2.64,82,55,0,0,224,0.69,2816.52,1574.02,15.48,340.27,21.44747111,83.16,32.98
v47,10798,8607.82,1730.73,197.38,84.58,28.85,54.87,0,0,106.9,749.25,508.9,0,0,PI_TEAM_ONLEY,1/1/2019,667,474,6.17,1.4,1.45,0.05,0.84,8.21,1522.03,856.15,0.86,11.73,12.13,10.57,624,1.4,78,64,1,0.55,266,0.84,4115.4,968.3,19.18,252.17,20.10648457,84.6,33.57
v48,15048,3503.58,1618.28,81.22,1031.97,63.18,0,0,0,4.32,271.3,166.3,0,0,PI_TEAM_ONLEY,1/1/2019,98,104,4.51,4.01,5.1,1.08,2.89,12.67,666.28,275.62,0.33,17.54,22.28,8.26,64,4.01,65,39,10,3.06,51,0.51,441.58,499.52,2.32,275.6,46.18932635,52.68,35.51
v49,15051,8669.97,1896.3,254.38,124.82,31.12,92.03,0,0,106.43,755.82,531.7,0,0,PI_TEAM_ONLEY,1/1/2019,527,481,6.08,2.67,3.04,0.37,1.39,10.38,1414.37,862.25,0.67,17.63,20.05,10.6,353,2.67,79,56,1,2.27,270,0.93,3207.12,1600.27,17.27,534.65,21.872048,79.28,32.92
v50,15056,9243.12,1972.4,159.52,105.47,0,0,0,0,285.85,851.4,570.17,0,0,PI_TEAM_ONLEY,1/1/2019,604,480,5.39,2.55,2.8,0.25,1.84,9.65,1518.4,1137.25,0.63,17.98,19.73,13.11,493,2.55,79,56,1,2.05,218,0.85,3255.75,1690.05,15.77,790.75,21.33911493,83.29,36.84
v51,15075,9858.92,1729.4,172.15,88.62,61.8,12.97,0,0,86.45,735.65,571.77,0,0,PI_TEAM_ONLEY,1/1/2019,633,485,5.98,3.12,3.51,0.39,1.21,10.42,1577.97,822.1,0.69,21.6,24.34,8.85,454,3.12,81,54,2,3.81,254,0.97,3795.25,2223.53,18.53,514.23,17.54147513,75.68,34.97
v52,15082,8280.48,1600.93,33.37,83.45,30.4,0,0,0,180.57,757.63,515.52,0,0,PI_TEAM_ONLEY,1/1/2019,644,330,4.21,2.27,2.53,0.26,0.48,6.98,2182.85,938.2,0.59,19.07,21.29,12.08,524,2.27,67,43,0,0,152,0.23,2708.58,1628.85,23.93,135.33,19.33378258,89.33,40.56
v53,15104,10443.42,2330.32,295.77,121.03,31.63,4.15,0,0,330.87,972.38,574.48,0,0,PI_TEAM_ONLEY,1/1/2019,709,478,6.62,1.84,2.11,0.27,1.15,9.5,1540.4,1303.25,0.8,13.44,15.42,13.21,657,1.84,81,63,3,3.53,290,1.14,4692.58,1498.55,18.15,363.42,22.31376312,85.27,34.36
v54,15115,9395.92,1958.27,177.8,129.95,67.93,11.68,0,0,121.62,846.42,602.87,0,0,PI_TEAM_ONLEY,1/1/2019,887,557,5.06,1.68,1.9,0.22,0.39,7.2,1117.6,968.03,0.87,17.35,19.58,11.01,389,1.68,85,63,1,6.22,311,0.51,4487.73,1682.67,24.57,125.08,20.84170576,85.16,30.24
v55,15131,9386.7,1529.32,128.8,157.1,30.6,0,0,0.08,181.47,609.35,421.67,0.25,0,PI_TEAM_ONLEY,1/1/2019,349,178,9.6,2.24,2.51,0.27,2.69,13.48,2944.43,790.82,0.64,8.9,9.97,8.82,247,2.24,63,52,0,0,81,2.31,3648.85,875.17,8.45,380.48,16.29241373,76.81,43.98
v56,15198,8513.48,1940.17,120.68,249.08,41.87,54.75,0,0,213.85,750.93,509,0,0,PI_TEAM_ONLEY,1/1/2019,463,300,5.63,3.61,5.47,1.86,0.97,11.72,1165.58,964.78,0.56,21.66,32.8,12.05,407,3.61,82,44,0,0,188,0.39,2608.07,2530.33,15.78,253.55,22.78938812,58.75,40.06
v57,15297,9332.05,3281.63,208.43,415.68,0,68.57,979.23,2.27,386.07,665.28,556.1,0,0,PI_TEAM_ONLEY,1/1/2019,454,258,5.73,3.87,4.26,0.39,1.14,10.64,1293.72,2030.58,0.52,21,23.12,23.14,362,3.87,79,47,2,0.34,166,1.19,2603.3,1932.55,11.97,208.88,35.16515664,55.44,48.79
v58,15301,10229.22,2020.65,223.77,180.7,3.87,2.78,0,0,148.52,856.92,604.1,0,0,PI_TEAM_ONLEY,1/1/2019,727,386,5.6,1.18,1.29,0.11,1.91,7.9,2560.18,1005.43,0.72,9.07,9.91,10.45,164,1.18,69,58,1,0.08,183,1.26,4102.93,935.23,18.58,591.63,19.75370556,80.46,39.13
v59,15514,6049.55,1880.72,248.4,619.57,34.18,22.63,0,0,41.75,505.42,408.77,0,0,PI_TEAM_ONLEY,1/1/2019,366,252,5.63,1.05,1.43,0.38,1.21,7.89,1356.78,547.17,0.69,7.67,10.46,9.7,201,1.05,68,56,0,0,170,1.25,2064.42,521.88,17.4,208.35,31.08859337,81.88,24.67
v60,15515,9757.73,1928.77,163.47,136.48,73.27,37.77,19.7,0,22.77,885.27,590.05,0,0,PI_TEAM_ONLEY,1/1/2019,587,359,7,2.83,2.92,0.09,1.38,10.75,1654.45,927.73,0.76,18.53,19.11,10.12,158,2.83,79,58,0,0,203,1.37,4108.35,1712.25,15.43,338.48,19.76658506,75.45,35.73
v61,15540,2531.62,1198.32,241.2,582.77,92.03,0,0,0,14.25,173.38,94.68,0,0,PI_TEAM_ONLEY,1/1/2019,76,66,4.71,2.53,3.62,1.1,2.32,10.35,553.97,187.63,0.34,10.91,15.63,7.7,28,2.53,59,38,5,3.29,28,0.37,357.87,275.4,1.83,144.23,47.33411807,85.11,26.33
v62,4121,10873.82,2130.27,245.45,71.75,52.63,69.92,0,0,29,958.25,703.27,0,0,PI_TEAM_SMITH,1/1/2019,651,378,8.65,2.31,2.48,0.17,1.29,11.89,1034.65,987.25,0.93,14.97,16.1,9.71,187,2.31,88,70,0,0,214,0.84,5633.6,1617.63,61.13,396.53,19.59081537,82.22,28.92
v63,15038,3520.17,1660.3,284.52,715.22,82.37,0,0,0,0,284.17,294.03,0,0,PI_TEAM_SMITH,1/1/2019,82,67,4.5,5.3,10.6,5.3,2.49,17.14,462.45,284.17,0.25,17.91,35.79,8.81,31,5.3,75,29,7,2.69,32,0.37,369.1,869.23,2.22,156.87,47.16533577,14.39,44.85
v64,15041,9174.65,1914.63,305.85,66.8,43.23,28.35,0,0,60.25,838.67,571.48,0,0,PI_TEAM_SMITH,1/1/2019,676,505,6.36,1.4,1.78,0.37,1.07,8.93,1402.92,898.92,0.84,11.16,14.14,10.45,418,1.4,81,65,1,0.07,268,1.06,4301.92,1200.63,19.92,334.63,20.86869799,81.7,32.1
v48,15048,3503.58,1618.28,81.22,1031.97,63.18,0,0,0,4.32,271.3,166.3,0,0,PI_TEAM_SMITH,1/1/2019,98,104,4.51,4.01,5.1,1.08,2.89,12.67,666.28,275.62,0.33,17.54,22.28,8.26,64,4.01,65,39,10,3.06,51,0.51,441.58,499.52,2.32,275.6,46.18932635,52.68,35.51
v65,15059,3044.87,1686.88,147.52,1036.27,63.75,0,0,0,38.03,228.8,172.52,0,0,PI_TEAM_SMITH,1/1/2019,61,53,5.15,6.33,9.05,2.72,2.72,16.56,355.02,266.83,0.3,21.79,31.14,9.29,26,6.33,74,33,7,2.46,27,0.35,313.95,551.82,1.57,135.63,55.40072318,0.8,50.71
v66,15205,7956.73,1553.88,199.4,49.82,35.18,20.37,0,0,31.63,731.18,486.3,0,0,PI_TEAM_SMITH,1/1/2019,457,377,7.36,3.09,3.39,0.3,1.69,12.15,979.95,762.82,0.76,19.13,21,10.21,399,3.09,85,61,0,0,233,1.13,3363.87,1551.27,12.72,495.05,19.52912817,65.66,36.77
v67,15230,10217.83,1818.75,250.18,60.37,30.75,36.48,0,0,45.3,740.22,655.12,0.33,0,PI_TEAM_SMITH,1/1/2019,812,532,5.7,1.88,2,0.12,0.81,8.23,1766.23,785.52,0.81,16.09,17.16,8.21,750,1.88,79,60,1,0.05,312,0.79,4634.22,1625,30.75,342.88,17.79976766,95.49,27.78
v68,15251,7224.32,1546.58,146.85,120.08,63.47,0,0,0,84.42,668.63,463.13,0,0,PI_TEAM_SMITH,1/1/2019,326,266,8.15,3.79,4.26,0.47,2.72,14.62,982.62,753.05,0.67,18.78,21.1,11.14,290,3.79,83,59,1,0.27,170,1.43,2656.43,1388.2,9.35,641.13,21.40796642,44.4,44.3
v69,15270,8288.25,1773.77,224.95,95.92,30.2,17.47,0,0,124.52,762.57,518.15,0,0,PI_TEAM_SMITH,1/1/2019,498,428,6.39,3.12,3.34,0.22,1.21,10.77,1317.4,887.08,0.69,20.34,21.76,11.42,453,3.12,80,55,0,0,268,1.09,3183.1,1663.55,16.03,334.4,21.40101952,70.44,37.48
v70,15278,7447.37,1444.88,110.5,59.67,50.63,18.12,0.08,0.07,99.02,639.05,467.75,0,0,PI_TEAM_SMITH,1/1/2019,441,306,7.42,2.6,2.75,0.15,0.65,10.62,1286.47,738.15,0.79,16.71,17.65,10.58,342,2.6,79,59,0,0,164,0.57,3271.33,1212.48,67.27,164.93,19.40121143,79.39,35.69
v71,15286,9019.9,1878.83,211.65,199.08,63.62,31.17,0,0,34.63,766.97,571.72,0,0,PI_TEAM_SMITH,1/1/2019,522,289,8.39,2.41,2.61,0.2,1.61,11.89,1050.17,801.6,0.89,15.34,16.64,9.49,474,2.41,86,67,0,0,176,1.37,4379.05,1362.25,13.12,336.48,20.82983182,80.67,28.49
v72,15308,10331.6,1910.63,220.37,127.7,32.33,26.97,16.28,0,0,886.37,600.62,0,0,PI_TEAM_SMITH,1/1/2019,586,483,8.37,3.18,3.55,0.37,1.53,13.18,764.95,902.65,0.85,19.47,21.74,9.28,496,3.18,91,67,1,0.05,271,1.03,4918.57,2080.3,20.08,637.07,18.49306981,63.46,34.3
v1,4220,8637.67,2702.9,218.33,596.95,41.98,153.9,0,0,249.77,860.3,581.67,0,0,PI_TEAM_DEASEY,6/1/2019,451,289,5.34,3.52,4.25,0.74,1.09,10.29,1339.05,1110.07,0.54,21.38,25.85,13.78,411,3.52,78,46,1,0.08,151,0.96,2407.05,1917.53,13.77,257.37,31.29200351,65.41,33.03
v2,4231,4705.18,1430.45,126.67,501.32,28.73,7.95,0,0,4.15,461.27,300.37,0,0,PI_TEAM_DEASEY,6/1/2019,178,109,6,3.03,3.94,0.9,1.2,10.67,1433.17,465.42,0.46,13.94,18.08,10.57,167,3.03,57,36,1,16.1,83,1.49,1068.08,700.6,5.7,67.18,30.40159994,72.53,35.07
v3,10947,9411.28,2329.2,263.1,370.1,23.48,66.5,0,0,28.48,988.92,588.62,0,0,PI_TEAM_DEASEY,6/1/2019,452,299,5.44,2.56,3.37,0.81,3.39,11.05,2214.03,1017.4,0.49,13.74,18.09,11.53,228,2.56,69,48,1,0.13,106,1.82,2457.72,1524.68,11.3,874.35,24.74902457,77.94,36.22
